id,timestamp,username,action,resource_id,ip_address,status,details,user_agent
174,2025-11-09 13:07:34.994623+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
179,2025-11-09 13:07:35.849336+00,alice_hr,DOWNLOAD,58,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
181,2025-11-09 13:07:36.018918+00,alice_hr,DOWNLOAD,75,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
183,2025-11-09 13:07:36.261522+00,bob_dev,UPLOAD,79,,SUCCESS,Filename: test_data.txt,
184,2025-11-09 13:07:36.437228+00,alice_hr,UPLOAD,80,,SUCCESS,Filename: test_data.txt,
188,2025-11-09 13:07:36.753766+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
194,2025-11-09 13:07:37.542106+00,bob_dev,UPLOAD,84,,SUCCESS,Filename: test_data.txt,
197,2025-11-09 13:07:37.839358+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
201,2025-11-09 13:07:38.525929+00,alice_hr,VIEW,75,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
206,2025-11-09 13:07:39.091421+00,carol_sales,VIEW,59,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
209,2025-11-09 13:07:39.617175+00,bob_dev,UPLOAD,90,,SUCCESS,Filename: test_data.txt,
211,2025-11-09 13:07:39.751759+00,alice_hr,UPLOAD,91,,SUCCESS,Filename: test_data.txt,
214,2025-11-09 13:07:39.983199+00,alice_hr,VIEW,56,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
216,2025-11-09 13:07:40.709192+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
219,2025-11-09 13:07:41.039741+00,alice_hr,VIEW,88,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
223,2025-11-09 13:07:41.795743+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
230,2025-11-09 13:07:42.650132+00,carol_sales,VIEW,62,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
232,2025-11-09 13:07:42.835013+00,bob_dev,UPLOAD,95,,SUCCESS,Filename: test_data.txt,
239,2025-11-09 13:07:43.813082+00,alice_hr,DOWNLOAD,96,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
240,2025-11-09 13:07:43.91008+00,bob_dev,UPLOAD,98,,SUCCESS,Filename: test_data.txt,
242,2025-11-09 13:07:44.160758+00,alice_hr,VIEW,58,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
246,2025-11-09 13:07:44.890309+00,alice_hr,VIEW,91,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
254,2025-11-09 13:07:46.248742+00,carol_sales,VIEW,48,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
260,2025-11-09 13:07:46.824883+00,carol_sales,VIEW_ATTEMPT,75,,FAILURE,User has no rights to this file.,
262,2025-11-09 13:07:47.026374+00,bob_dev,DOWNLOAD,55,172.18.0.1,SUCCESS,Role: manager,X11; Linux i686 Firefox/110.0
266,2025-11-09 13:07:47.486858+00,carol_sales,DOWNLOAD,62,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
270,2025-11-09 13:07:48.10779+00,bob_dev,UPLOAD,106,,SUCCESS,Filename: test_data.txt,
65,2025-11-09 13:07:20.190717+00,bob_dev,UPLOAD,49,,SUCCESS,Filename: test_data.txt,
74,2025-11-09 13:07:21.701491+00,bob_dev,UPLOAD,53,,SUCCESS,Filename: test_data.txt,
82,2025-11-09 13:07:22.712382+00,carol_sales,VIEW,48,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
87,2025-11-09 13:07:23.475647+00,carol_sales,VIEW,48,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
92,2025-11-09 13:07:24.151612+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
96,2025-11-09 13:07:24.97764+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
98,2025-11-09 13:07:25.137142+00,carol_sales,UPLOAD,59,,SUCCESS,Filename: test_data.txt,
104,2025-11-09 13:07:25.790313+00,carol_sales,VIEW_ATTEMPT,46,,FAILURE,User has no rights to this file.,
107,2025-11-09 13:07:26.169262+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
112,2025-11-09 13:07:26.791746+00,bob_dev,VIEW,51,172.18.0.1,SUCCESS,,X11; Linux i686 Firefox/110.0
114,2025-11-09 13:07:27.520395+00,eve_intern,UPLOAD,61,,SUCCESS,Filename: test_data.txt,
117,2025-11-09 13:07:27.783906+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
119,2025-11-09 13:07:28.011239+00,carol_sales,UPLOAD,62,,SUCCESS,Filename: test_data.txt,
120,2025-11-09 13:07:28.492318+00,carol_sales,VIEW_ATTEMPT,43,,FAILURE,User has no rights to this file.,
125,2025-11-09 13:07:28.962731+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
127,2025-11-09 13:07:29.157564+00,bob_dev,UPLOAD,66,,SUCCESS,Filename: test_data.txt,
132,2025-11-09 13:07:29.997354+00,bob_dev,UPLOAD,68,,SUCCESS,Filename: test_data.txt,
134,2025-11-09 13:07:30.055342+00,alice_hr,DOWNLOAD,46,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
136,2025-11-09 13:07:30.257755+00,alice_hr,VIEW,58,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
140,2025-11-09 13:07:30.832464+00,bob_dev,UPLOAD,70,,SUCCESS,Filename: test_data.txt,
143,2025-11-09 13:07:31.13123+00,eve_intern,DOWNLOAD,64,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
145,2025-11-09 13:07:31.40202+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
148,2025-11-09 13:07:31.616486+00,alice_hr,DOWNLOAD,58,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
151,2025-11-09 13:07:31.987392+00,alice_hr,DOWNLOAD,46,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
153,2025-11-09 13:07:32.346206+00,alice_hr,VIEW,56,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
157,2025-11-09 13:07:32.616019+00,carol_sales,DOWNLOAD,59,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
161,2025-11-09 13:07:33.192923+00,bob_dev,UPLOAD,73,,SUCCESS,Filename: test_data.txt,
167,2025-11-09 13:07:34.143951+00,bob_dev,UPLOAD,76,,SUCCESS,Filename: test_data.txt,
170,2025-11-09 13:07:34.483828+00,bob_dev,VIEW,72,172.18.0.1,SUCCESS,,X11; Linux i686 Firefox/110.0
173,2025-11-09 13:07:34.729574+00,carol_sales,VIEW,65,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
177,2025-11-09 13:07:35.707586+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
180,2025-11-09 13:07:35.946193+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
182,2025-11-09 13:07:36.109993+00,carol_sales,VIEW_ATTEMPT,46,,FAILURE,User has no rights to this file.,
185,2025-11-09 13:07:36.539725+00,carol_sales,VIEW_ATTEMPT,72,,FAILURE,User has no rights to this file.,
187,2025-11-09 13:07:36.725859+00,bob_dev,UPLOAD,81,,SUCCESS,Filename: test_data.txt,
191,2025-11-09 13:07:37.057626+00,eve_intern,VIEW,77,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
195,2025-11-09 13:07:37.613545+00,carol_sales,VIEW,59,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
199,2025-11-09 13:07:38.259528+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
204,2025-11-09 13:07:38.956735+00,bob_dev,UPLOAD,87,,SUCCESS,Filename: test_data.txt,
205,2025-11-09 13:07:39.013964+00,alice_hr,UPLOAD,88,,SUCCESS,Filename: test_data.txt,
207,2025-11-09 13:07:39.283869+00,alice_hr,DOWNLOAD,58,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
210,2025-11-09 13:07:39.641823+00,eve_intern,VIEW_ATTEMPT,85,,FAILURE,User has no rights to this file.,
212,2025-11-09 13:07:39.766404+00,carol_sales,VIEW_ATTEMPT,79,,FAILURE,User has no rights to this file.,
217,2025-11-09 13:07:40.830184+00,carol_sales,VIEW,59,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
222,2025-11-09 13:07:41.73005+00,bob_dev,UPLOAD,92,,SUCCESS,Filename: test_data.txt,
228,2025-11-09 13:07:42.22094+00,eve_intern,VIEW,54,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
231,2025-11-09 13:07:42.810405+00,eve_intern,DOWNLOAD,77,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
234,2025-11-09 13:07:43.115991+00,alice_hr,UPLOAD,96,,SUCCESS,Filename: test_data.txt,
237,2025-11-09 13:07:43.590785+00,carol_sales,VIEW,62,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
267,2025-11-09 13:07:47.517976+00,eve_intern,VIEW_ATTEMPT,46,,FAILURE,User has no rights to this file.,
66,2025-11-09 13:07:20.512785+00,alice_hr,VIEW,46,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
68,2025-11-09 13:07:20.752352+00,bob_dev,UPLOAD,50,,SUCCESS,Filename: test_data.txt,
69,2025-11-09 13:07:21.06053+00,bob_dev,UPLOAD,51,,SUCCESS,Filename: test_data.txt,
73,2025-11-09 13:07:21.581264+00,carol_sales,VIEW,48,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
77,2025-11-09 13:07:22.25059+00,carol_sales,VIEW_ATTEMPT,43,,FAILURE,User has no rights to this file.,
79,2025-11-09 13:07:22.40164+00,eve_intern,VIEW,54,172.18.0.1,SUCCESS,,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
81,2025-11-09 13:07:22.558914+00,bob_dev,UPLOAD,57,,SUCCESS,Filename: test_data.txt,
83,2025-11-09 13:07:22.803405+00,bob_dev,VIEW,51,172.18.0.1,SUCCESS,,X11; Linux i686 Firefox/110.0
85,2025-11-09 13:07:23.211177+00,alice_hr,VIEW,56,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
88,2025-11-09 13:07:23.696559+00,alice_hr,VIEW,46,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
90,2025-11-09 13:07:23.912997+00,bob_dev,VIEW,51,172.18.0.1,SUCCESS,,X11; Linux i686 Firefox/110.0
97,2025-11-09 13:07:24.997637+00,alice_hr,VIEW,58,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
100,2025-11-09 13:07:25.341802+00,bob_dev,UPLOAD,60,,SUCCESS,Filename: test_data.txt,
102,2025-11-09 13:07:25.62961+00,carol_sales,VIEW_ATTEMPT,52,,FAILURE,User has no rights to this file.,
105,2025-11-09 13:07:25.837073+00,bob_dev,DOWNLOAD,55,172.18.0.1,SUCCESS,Role: manager,X11; Linux i686 Firefox/110.0
111,2025-11-09 13:07:26.765616+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
116,2025-11-09 13:07:27.666951+00,alice_hr,VIEW,46,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
123,2025-11-09 13:07:28.780264+00,alice_hr,DOWNLOAD,58,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
130,2025-11-09 13:07:29.720531+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
137,2025-11-09 13:07:30.435992+00,eve_intern,VIEW_ATTEMPT,46,,FAILURE,User has no rights to this file.,
139,2025-11-09 13:07:30.656571+00,eve_intern,DOWNLOAD,61,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
146,2025-11-09 13:07:31.475823+00,carol_sales,VIEW_ATTEMPT,52,,FAILURE,User has no rights to this file.,
149,2025-11-09 13:07:31.77671+00,bob_dev,VIEW,67,172.18.0.1,SUCCESS,,X11; Linux i686 Firefox/110.0
152,2025-11-09 13:07:32.000994+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
154,2025-11-09 13:07:32.451551+00,carol_sales,VIEW_ATTEMPT,56,,FAILURE,User has no rights to this file.,
156,2025-11-09 13:07:32.551081+00,bob_dev,UPLOAD,71,,SUCCESS,Filename: test_data.txt,
159,2025-11-09 13:07:33.068435+00,carol_sales,VIEW_ATTEMPT,45,,FAILURE,User has no rights to this file.,
168,2025-11-09 13:07:34.199755+00,eve_intern,VIEW_ATTEMPT,65,,FAILURE,User has no rights to this file.,
172,2025-11-09 13:07:34.715566+00,eve_intern,DOWNLOAD,54,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.857.0 Safari/534.0"
176,2025-11-09 13:07:35.577838+00,carol_sales,VIEW,65,172.18.0.1,SUCCESS,,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
178,2025-11-09 13:07:35.741336+00,bob_dev,UPLOAD,78,,SUCCESS,Filename: test_data.txt,
190,2025-11-09 13:07:36.886734+00,alice_hr,VIEW,56,172.18.0.1,SUCCESS,,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/107.0.5510.0 Safari/536.0"
193,2025-11-09 13:07:37.356163+00,bob_dev,UPLOAD,83,,SUCCESS,Filename: test_data.txt,
200,2025-11-09 13:07:38.372711+00,bob_dev,UPLOAD,86,,SUCCESS,Filename: test_data.txt,
202,2025-11-09 13:07:38.629679+00,carol_sales,DOWNLOAD,62,172.18.0.1,SUCCESS,Role: manager,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; the-NP) AppleWebKit/531.3.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.3.4"
208,2025-11-09 13:07:39.346946+00,bob_dev,UPLOAD,89,,SUCCESS,Filename: test_data.txt,
